2024-12-06 17:12:40,636 - 当前位置: 0.00
2024-12-06 17:12:40,638 - 当前位置: 0.00
2024-12-06 17:12:40,648 - 当前位置: 0.00
2024-12-06 17:12:40,658 - 当前位置: 0.00
2024-12-06 17:12:40,669 - 当前位置: 0.00
2024-12-06 17:12:40,679 - 当前位置: 0.00
2024-12-06 17:12:40,690 - 当前位置: 0.00
2024-12-06 17:12:40,699 - 当前位置: 0.00
2024-12-06 17:12:40,710 - 当前位置: 0.00
2024-12-06 17:12:40,720 - 当前位置: 0.00
2024-12-06 17:12:40,726 - Published trajectory point: 0.0 at time 5.0s
2024-12-06 17:12:40,729 - 当前位置: 0.00
2024-12-06 17:12:40,740 - 当前位置: 0.00
2024-12-06 17:12:40,749 - 当前位置: 0.00
2024-12-06 17:12:40,759 - 当前位置: 0.00
2024-12-06 17:12:40,770 - 当前位置: 0.00
2024-12-06 17:12:40,780 - 当前位置: 0.00
2024-12-06 17:12:40,789 - 当前位置: 0.00
2024-12-06 17:12:40,800 - 当前位置: 0.00
2024-12-06 17:12:40,810 - 当前位置: 0.00
2024-12-06 17:12:40,820 - 当前位置: 0.00
2024-12-06 17:12:40,830 - 当前位置: 0.00
2024-12-06 17:12:40,840 - 当前位置: 0.00
2024-12-06 17:12:40,850 - 当前位置: 0.00
2024-12-06 17:12:40,860 - 当前位置: 0.00
2024-12-06 17:12:40,870 - 当前位置: 0.00
2024-12-06 17:12:40,880 - 当前位置: 0.00
2024-12-06 17:12:40,890 - 当前位置: 0.00
2024-12-06 17:12:40,900 - 当前位置: 0.00
2024-12-06 17:12:40,910 - 当前位置: 0.00
2024-12-06 17:12:40,920 - 当前位置: 0.00
2024-12-06 17:12:40,930 - 当前位置: 0.00
2024-12-06 17:12:40,940 - 当前位置: 0.00
2024-12-06 17:12:40,950 - 当前位置: 0.00
2024-12-06 17:12:40,960 - 当前位置: 0.00
2024-12-06 17:12:40,970 - 当前位置: 0.00
2024-12-06 17:12:40,980 - 当前位置: 0.00
2024-12-06 17:12:40,989 - 当前位置: 0.00
2024-12-06 17:12:40,999 - 当前位置: 0.00
2024-12-06 17:12:41,010 - 当前位置: 0.00
2024-12-06 17:12:41,019 - 当前位置: 0.00
2024-12-06 17:12:41,029 - 当前位置: 0.00
2024-12-06 17:12:41,040 - 当前位置: 0.00
2024-12-06 17:12:41,050 - 当前位置: 0.00
2024-12-06 17:12:41,060 - 当前位置: 0.00
2024-12-06 17:12:41,069 - 当前位置: 0.00
2024-12-06 17:12:41,080 - 当前位置: 0.00
2024-12-06 17:12:41,089 - 当前位置: 0.00
2024-12-06 17:12:41,099 - 当前位置: 0.00
2024-12-06 17:12:41,110 - 当前位置: 0.00
2024-12-06 17:12:41,119 - 当前位置: 0.00
2024-12-06 17:12:41,129 - 当前位置: 0.00
2024-12-06 17:12:41,140 - 当前位置: 0.00
2024-12-06 17:12:41,150 - 当前位置: 0.00
2024-12-06 17:12:41,160 - 当前位置: 0.00
2024-12-06 17:12:41,169 - 当前位置: 0.00
2024-12-06 17:12:41,178 - 当前位置: 0.00
2024-12-06 17:12:41,188 - 当前位置: 0.00
2024-12-06 17:12:41,199 - 当前位置: 0.00
2024-12-06 17:12:41,209 - 当前位置: 0.00
2024-12-06 17:12:41,219 - 当前位置: 0.00
2024-12-06 17:12:41,230 - 当前位置: 0.00
2024-12-06 17:12:41,239 - 当前位置: 0.00
2024-12-06 17:12:41,249 - 当前位置: 0.00
2024-12-06 17:12:41,260 - 当前位置: 0.00
2024-12-06 17:12:41,272 - 当前位置: 0.00
2024-12-06 17:12:41,283 - 当前位置: 0.00
2024-12-06 17:12:41,291 - 当前位置: 0.00
2024-12-06 17:12:41,302 - 当前位置: 0.00
2024-12-06 17:12:41,311 - 当前位置: 0.00
2024-12-06 17:12:41,321 - 当前位置: 0.00
2024-12-06 17:12:41,330 - 当前位置: 0.00
2024-12-06 17:12:41,338 - 当前位置: 0.00
2024-12-06 17:12:41,348 - 当前位置: 0.00
2024-12-06 17:12:41,358 - 当前位置: 0.00
2024-12-06 17:12:41,369 - 当前位置: 0.00
2024-12-06 17:12:41,379 - 当前位置: 0.00
2024-12-06 17:12:41,390 - 当前位置: 0.00
2024-12-06 17:12:41,400 - 当前位置: 0.00
2024-12-06 17:12:41,410 - 当前位置: 0.00
2024-12-06 17:12:41,419 - 当前位置: 0.00
2024-12-06 17:12:41,430 - 当前位置: 0.00
2024-12-06 17:12:41,440 - 当前位置: 0.00
2024-12-06 17:12:41,450 - 当前位置: 0.00
2024-12-06 17:12:41,460 - 当前位置: 0.00
2024-12-06 17:12:41,470 - 当前位置: 0.00
2024-12-06 17:12:41,480 - 当前位置: 0.00
2024-12-06 17:12:41,490 - 当前位置: 0.00
2024-12-06 17:12:41,500 - 当前位置: 0.00
2024-12-06 17:12:41,510 - 当前位置: 0.00
2024-12-06 17:12:41,519 - 当前位置: 0.00
2024-12-06 17:12:41,530 - 当前位置: 0.00
2024-12-06 17:12:41,539 - 当前位置: 0.00
2024-12-06 17:12:41,550 - 当前位置: 0.00
2024-12-06 17:12:41,559 - 当前位置: 0.00
2024-12-06 17:12:41,569 - 当前位置: 0.00
2024-12-06 17:12:41,580 - 当前位置: 0.00
2024-12-06 17:12:41,590 - 当前位置: 0.00
2024-12-06 17:12:41,600 - 当前位置: 0.00
2024-12-06 17:12:41,610 - 当前位置: 0.00
2024-12-06 17:12:41,620 - 当前位置: 0.00
2024-12-06 17:12:41,630 - 当前位置: 0.00
2024-12-06 17:12:41,640 - 当前位置: 0.00
2024-12-06 17:12:41,650 - 当前位置: 0.00
2024-12-06 17:12:41,660 - 当前位置: 0.00
2024-12-06 17:12:41,670 - 当前位置: 0.00
2024-12-06 17:12:41,680 - 当前位置: 0.00
2024-12-06 17:12:41,690 - 当前位置: 0.00
2024-12-06 17:12:41,700 - 当前位置: 0.00
2024-12-06 17:12:41,710 - 当前位置: 0.00
2024-12-06 17:12:41,720 - 当前位置: 0.00
2024-12-06 17:12:41,730 - 当前位置: 0.00
2024-12-06 17:12:41,739 - 当前位置: 0.00
2024-12-06 17:12:41,750 - 当前位置: 0.00
2024-12-06 17:12:41,760 - 当前位置: 0.00
2024-12-06 17:12:41,770 - 当前位置: 0.00
2024-12-06 17:12:41,780 - 当前位置: 0.00
2024-12-06 17:12:41,790 - 当前位置: 0.00
2024-12-06 17:12:41,800 - 当前位置: 0.00
2024-12-06 17:12:41,820 - 当前位置: 0.00
2024-12-06 17:12:41,830 - 当前位置: 0.00
2024-12-06 17:12:41,839 - 当前位置: 0.00
2024-12-06 17:12:41,850 - 当前位置: 0.00
2024-12-06 17:12:41,860 - 当前位置: 0.00
2024-12-06 17:12:41,869 - 当前位置: 0.00
2024-12-06 17:12:41,879 - 当前位置: 0.00
2024-12-06 17:12:41,889 - 当前位置: 0.00
2024-12-06 17:12:41,900 - 当前位置: 0.00
2024-12-06 17:12:41,910 - 当前位置: 0.00
2024-12-06 17:12:41,920 - 当前位置: 0.00
2024-12-06 17:12:41,930 - 当前位置: 0.00
2024-12-06 17:12:41,939 - 当前位置: 0.00
2024-12-06 17:12:41,950 - 当前位置: 0.00
2024-12-06 17:12:41,958 - 当前位置: 0.00
2024-12-06 17:12:41,968 - 当前位置: 0.00
2024-12-06 17:12:41,978 - 当前位置: 0.00
2024-12-06 17:12:41,988 - 当前位置: 0.00
2024-12-06 17:12:41,999 - 当前位置: 0.00
2024-12-06 17:12:42,009 - 当前位置: 0.00
2024-12-06 17:12:42,019 - 当前位置: 0.00
2024-12-06 17:12:42,030 - 当前位置: 0.00
2024-12-06 17:12:42,039 - 当前位置: 0.00
2024-12-06 17:12:42,050 - 当前位置: 0.00
2024-12-06 17:12:42,060 - 当前位置: 0.00
2024-12-06 17:12:42,069 - 当前位置: 0.00
2024-12-06 17:12:42,080 - 当前位置: 0.00
2024-12-06 17:12:42,089 - 当前位置: 0.00
2024-12-06 17:12:42,099 - 当前位置: 0.00
2024-12-06 17:12:42,110 - 当前位置: 0.00
2024-12-06 17:12:42,119 - 当前位置: 0.00
2024-12-06 17:12:42,130 - 当前位置: 0.00
2024-12-06 17:12:42,139 - 当前位置: 0.00
2024-12-06 17:12:42,149 - 当前位置: 0.00
2024-12-06 17:12:42,160 - 当前位置: 0.00
2024-12-06 17:12:42,170 - 当前位置: 0.00
2024-12-06 17:12:42,180 - 当前位置: 0.00
2024-12-06 17:12:42,189 - 当前位置: 0.00
2024-12-06 17:12:42,200 - 当前位置: 0.00
2024-12-06 17:12:42,210 - 当前位置: 0.00
2024-12-06 17:12:42,220 - 当前位置: 0.00
2024-12-06 17:12:42,230 - 当前位置: 0.00
2024-12-06 17:12:42,239 - 当前位置: 0.00
2024-12-06 17:12:42,250 - 当前位置: 0.00
2024-12-06 17:12:42,260 - 当前位置: 0.00
2024-12-06 17:12:42,270 - 当前位置: 0.00
2024-12-06 17:12:42,279 - 当前位置: 0.00
2024-12-06 17:12:42,290 - 当前位置: 0.00
2024-12-06 17:12:42,300 - 当前位置: 0.00
2024-12-06 17:12:42,310 - 当前位置: 0.00
2024-12-06 17:12:42,319 - 当前位置: 0.00
2024-12-06 17:12:42,330 - 当前位置: 0.00
2024-12-06 17:12:42,339 - 当前位置: 0.00
2024-12-06 17:12:42,350 - 当前位置: 0.00
2024-12-06 17:12:42,359 - 当前位置: 0.00
2024-12-06 17:12:42,369 - 当前位置: 0.00
2024-12-06 17:12:42,380 - 当前位置: 0.00
2024-12-06 17:12:42,390 - 当前位置: 0.00
2024-12-06 17:12:42,400 - 当前位置: 0.00
2024-12-06 17:12:42,410 - 当前位置: 0.00
2024-12-06 17:12:42,419 - 当前位置: 0.00
2024-12-06 17:12:42,430 - 当前位置: 0.00
2024-12-06 17:12:42,440 - 当前位置: 0.00
2024-12-06 17:12:42,449 - 当前位置: 0.00
2024-12-06 17:12:42,460 - 当前位置: 0.00
2024-12-06 17:12:42,470 - 当前位置: 0.00
2024-12-06 17:12:42,480 - 当前位置: 0.00
2024-12-06 17:12:42,489 - 当前位置: 0.00
2024-12-06 17:12:42,500 - 当前位置: 0.00
2024-12-06 17:12:42,510 - 当前位置: 0.00
2024-12-06 17:12:42,520 - 当前位置: 0.00
2024-12-06 17:12:42,530 - 当前位置: 0.00
2024-12-06 17:12:42,539 - 当前位置: 0.00
2024-12-06 17:12:42,550 - 当前位置: 0.00
2024-12-06 17:12:42,559 - 当前位置: 0.00
2024-12-06 17:12:42,569 - 当前位置: 0.00
2024-12-06 17:12:42,579 - 当前位置: 0.00
2024-12-06 17:12:42,589 - 当前位置: 0.00
2024-12-06 17:12:42,600 - 当前位置: 0.00
2024-12-06 17:12:42,610 - 当前位置: 0.00
2024-12-06 17:12:42,620 - 当前位置: 0.00
2024-12-06 17:12:42,629 - 当前位置: 0.00
2024-12-06 17:12:42,639 - 当前位置: 0.00
2024-12-06 17:12:42,650 - 当前位置: 0.00
2024-12-06 17:12:42,660 - 当前位置: 0.00
2024-12-06 17:12:42,670 - 当前位置: 0.00
2024-12-06 17:12:42,680 - 当前位置: 0.00
2024-12-06 17:12:42,690 - 当前位置: 0.00
2024-12-06 17:12:42,700 - 当前位置: 0.00
2024-12-06 17:12:42,710 - 当前位置: 0.00
2024-12-06 17:12:42,719 - 当前位置: 0.00
2024-12-06 17:12:42,729 - 当前位置: 0.00
2024-12-06 17:12:42,739 - 当前位置: 0.00
2024-12-06 17:12:42,750 - 当前位置: 0.00
2024-12-06 17:12:42,760 - 当前位置: 0.00
2024-12-06 17:12:42,770 - 当前位置: 0.00
2024-12-06 17:12:42,780 - 当前位置: 0.00
2024-12-06 17:12:42,789 - 当前位置: 0.00
2024-12-06 17:12:42,799 - 当前位置: 0.00
2024-12-06 17:12:42,809 - 当前位置: 0.00
2024-12-06 17:12:42,820 - 当前位置: 0.00
2024-12-06 17:12:42,830 - 当前位置: 0.00
2024-12-06 17:12:42,840 - 当前位置: 0.00
2024-12-06 17:12:42,850 - 当前位置: 0.00
2024-12-06 17:12:42,860 - 当前位置: 0.00
2024-12-06 17:12:42,869 - 当前位置: 0.00
2024-12-06 17:12:42,879 - 当前位置: 0.00
2024-12-06 17:12:42,890 - 当前位置: 0.00
2024-12-06 17:12:42,900 - 当前位置: 0.00
2024-12-06 17:12:42,909 - 当前位置: 0.00
2024-12-06 17:12:42,920 - 当前位置: 0.00
2024-12-06 17:12:42,930 - 当前位置: 0.00
2024-12-06 17:12:42,939 - 当前位置: 0.00
2024-12-06 17:12:42,951 - 当前位置: 0.00
2024-12-06 17:12:42,962 - 当前位置: 0.00
2024-12-06 17:12:42,970 - 当前位置: 0.00
2024-12-06 17:12:42,981 - 当前位置: 0.00
2024-12-06 17:12:42,991 - 当前位置: 0.00
2024-12-06 17:12:43,000 - 当前位置: 0.00
2024-12-06 17:12:43,011 - 当前位置: 0.00
2024-12-06 17:12:43,019 - 当前位置: 0.00
2024-12-06 17:12:43,029 - 当前位置: 0.00
2024-12-06 17:12:43,038 - 当前位置: 0.00
2024-12-06 17:12:43,049 - 当前位置: 0.00
2024-12-06 17:12:43,059 - 当前位置: 0.00
2024-12-06 17:12:43,069 - 当前位置: 0.00
2024-12-06 17:12:43,080 - 当前位置: 0.00
2024-12-06 17:12:43,089 - 当前位置: 0.00
2024-12-06 17:12:43,100 - 当前位置: 0.00
2024-12-06 17:12:43,109 - 当前位置: 0.00
2024-12-06 17:12:43,120 - 当前位置: 0.00
2024-12-06 17:12:43,129 - 当前位置: 0.00
2024-12-06 17:12:43,140 - 当前位置: 0.00
2024-12-06 17:12:43,150 - 当前位置: 0.00
2024-12-06 17:12:43,159 - 当前位置: 0.00
2024-12-06 17:12:43,170 - 当前位置: 0.00
2024-12-06 17:12:43,179 - 当前位置: 0.00
2024-12-06 17:12:43,189 - 当前位置: 0.00
2024-12-06 17:12:43,199 - 当前位置: 0.00
2024-12-06 17:12:43,210 - 当前位置: 0.00
2024-12-06 17:12:43,219 - 当前位置: 0.00
2024-12-06 17:12:43,229 - 当前位置: 0.00
2024-12-06 17:12:43,239 - 当前位置: 0.00
2024-12-06 17:12:43,249 - 当前位置: 0.00
2024-12-06 17:12:43,260 - 当前位置: 0.00
2024-12-06 17:12:43,270 - 当前位置: 0.00
2024-12-06 17:12:43,280 - 当前位置: 0.00
2024-12-06 17:12:43,289 - 当前位置: 0.00
2024-12-06 17:12:43,299 - 当前位置: 0.00
2024-12-06 17:12:43,310 - 当前位置: 0.00
2024-12-06 17:12:43,319 - 当前位置: 0.00
2024-12-06 17:12:43,330 - 当前位置: 0.00
2024-12-06 17:12:43,340 - 当前位置: 0.00
2024-12-06 17:12:43,350 - 当前位置: 0.00
2024-12-06 17:12:43,360 - 当前位置: 0.00
2024-12-06 17:12:43,369 - 当前位置: 0.00
2024-12-06 17:12:43,380 - 当前位置: 0.00
2024-12-06 17:12:43,389 - 当前位置: 0.00
