2024-12-11 19:31:19,840 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:19,842 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:19,852 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:19,862 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:19,872 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:19,883 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:19,893 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:19,903 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:19,913 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:19,923 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:19,931 - Published trajectory points: [0.0, 0.0, 0.0] at time 5.0s
2024-12-11 19:31:19,933 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:19,943 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:19,954 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:19,964 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:19,973 - 当前位置: [0.0, 0.0, 2.0]
2024-12-11 19:31:19,984 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:19,994 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,003 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,014 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,023 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,033 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,044 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,054 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,064 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,074 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,084 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,094 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,104 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,113 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,124 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,134 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,144 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,154 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,163 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,174 - 当前位置: [0.0, 0.0, 2.0]
2024-12-11 19:31:20,183 - 当前位置: [0.0, 0.0, 2.0]
2024-12-11 19:31:20,194 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,204 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,213 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,223 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,233 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,244 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,254 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,264 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,274 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,284 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,294 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,304 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,314 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,324 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,334 - 当前位置: [0.0, 0.0, 3.0]
2024-12-11 19:31:20,343 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,353 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,364 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,374 - 当前位置: [0.0, 0.0, 2.0]
2024-12-11 19:31:20,383 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,393 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,403 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,413 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,424 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,434 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,444 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,454 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,464 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,473 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,484 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,494 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,504 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,514 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,524 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,534 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,542 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,554 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,563 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,574 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,583 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,593 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,604 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,613 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,624 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,633 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,643 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,654 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,664 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,674 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,683 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,694 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,704 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,714 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,727 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,734 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,744 - 当前位置: [0.0, 0.0, 1.0]
2024-12-11 19:31:20,754 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,764 - 当前位置: [0.0, 0.0, 0.0]
2024-12-11 19:31:20,772 - 当前位置: [0.0, 0.0, -1.0]
2024-12-11 19:31:20,783 - 当前位置: [0.0, 0.0, 0.0]
